ItemCode	Description	PrimarySupplier	PrimarySupplierProductCode	Barcode	ProductGroup	ProductGroupName	RetailPrice	QtyOnHand	QtyOnOrder	CreationDate	Status	LastSellPriceChange	Duplicate pairs
9312319036108	METRONIDE 400MG 21	APIQ	442283	9312319036108	DIS	Dispensary	0	-13.28	59	27/07/2009	A	7/05/2021	
9314057012161	METSAL PAIN RELIEF CREAM 150G	APIQ	42699	9314057012161	RUB	Medicated Rubs	19.99	0	0	4/06/2019	A	12/06/2019	
9314057012154	METSAL PAIN RELIEF CREAM 50G	APIQ	42698	9314057012154	RUB	Medicated Rubs	9.99	2	0	4/06/2019	A	12/06/2019	
9344359000054	MEZAVANT 1.2G TAB 60	1APIQ	319953	9344359000054	DSP	Ethical Deals	0	28	0	9/10/2013	A	30/07/2018	
9354721001008	MG KN95 10PACK	APIQ	61325	9354721001008	WC	Bandaids/Dressing/ Woundcare	37.49	0	0	31/03/2021	A	31/03/2021	
9311171012428	MIA MASK EAR LOOP 3PLY 10 PACK	SIGMA	960567	9311171012428	FA	First Aid	19.99	-38	0	21/07/2020	A	21/07/2020	
9310717002534	MICARDIS 40MG TABLETS 28S	APIQ	688339	9310717002534	DSP	Ethical Deals	0	57	240			6/12/2016	
9310717002558	MICARDIS 80MG TABLETS 28S	APIQ	689114	9310717002558	DSP	Ethical Deals	0	42	151			6/12/2016	
9310717002961	MICARDIS PLUS TAB 40/12.5MG 28	APIQ	771465	9310717002961	DSP	Ethical Deals	0	9	57			21/06/2018	
9310717002985	MICARDIS PLUS TAB 80/12.5MG 28	APIQ	773689	9310717002985	DSP	Ethical Deals	0	29	94			6/12/2016	
9310717211264	MICARDIS PLUS TABS 80/25M	APIQ	288462	9310717211264	DSP	Ethical Deals	0	7	30	9/04/2009	A	3/04/2020	
5099186003658	MICOLETTE MICRO ENEMA 5ML	APIQ	271101	5099186003658	DIS	Dispensary	15.99	93	0	10/05/2013	A	21/12/2018	
5099186003665	MICOLETTE MICRO ENEMA 5ML	APIQ	271128	5099186003665	STO	Stomach & Anti Diarrohea	52.99	-80	0	20/02/2014	A	20/02/2014	
5099186003641	MICOLETTE MICRO ENEMA 5ML X 4	APIQ	271098	5099186003641	STO	Stomach & Anti Diarrohea	6.99	11	0	21/07/2020	A	27/07/2020	
7502273994503	MICROD WOUNDCARE HYDROGEL 60ML	APIQ	38131	7502273994503	WC	Bandaids/Dressing/ Woundcare	19.49	0	0	27/02/2020	A	11/03/2020	
7502273994497	MICROD WOUNDCARE SOLUTN 120ML	APIQ	37979	7502273994497	WC	Bandaids/Dressing/ Woundcare	21.49	0	0	27/02/2020	A	27/02/2020	
9323911001388	MICROGYNON 20 ED TAB 1X28	APIQ	465216	9323911001388	DIS	Dispensary	0	4	0				
9323911001432	MICROGYNON 20 ED TAB 3X28	APIQ	697265	9323911001432	DIS	Dispensary	59.99	4	0			7/06/2018	
43883	MICROGYNON 30 ED TAB 4X28	APIQ	610518	43883	DIS	Dispensary	0	7	0				
37138	MICROGYNON 50 ED TAB 4X28	APIQ	609005	37138	DIS	Dispensary	0	8	5				
9315430041648	MICROLAX ENEMAS 5ML 12	APIQ	506605	9315430041648	STO	Stomach & Anti Diarrohea	19.99	49	3			8/05/2017	
900786	MICROLAX ENEMAS 5ML X 1	APIQ	7865	900786	STO	Stomach & Anti Diarrohea	1.99	-17	0				
5016003657900	MICROLET LANCETS 100	APIQ	41658	5016003657900	DA	Blood Glucose Monitors	16.49	12	0	17/12/2018	A	17/12/2018	
4719003342821	MICROLIFE B2 BASIC BLOOD PRESSURE M	APIQ	62077	4719003342821	MEQ	Medical Equipment/Aids	99.99	2	0	26/10/2020	A	26/10/2020	
37139	MICROLUT TAB 4X28	APIQ	608017	37139	DSP	Ethical Deals	0	11.5	14			7/06/2018	
9338475097074	MICRONELLE 100/20UG BL 28	APIQ	669695	9338475097074	DIS	Dispensary	0	0	0	21/05/2020	A	21/05/2020	
9315882203854	MICROPORE 1/2INCH TAPE 12MM	APIQ	696625	9315882203854	FA	First Aid	0.99	51	0	18/06/2012	A	26/07/2018	
236215	MICROSHIELD 5 A/SEPT 500ML	SIGMA	534339 SIGMA	236215	OTC	Over the Counter	29.49	4	0				
9323124140300	MICROSHIELD ANGEL H/GEL 5	APIQ	935611	9323124140300	WC	Bandaids/Dressing/ Woundcare	20.49	0	0	17/03/2015	A	30/06/2017	
9350279000210	MICROSHIELD HANDRUB 500ML	SIGMA	534305	9350279000210	WC	Bandaids/Dressing/ Woundcare	16.49	3	0	7/09/2020	A	7/09/2020	
9338475018116	MIDAZOLAM APOTEX 5MG 5ML IV AMP 5	APIQ	3105	9338475018116	DIS	Dispensary	8.99	1	0	23/08/2017	A	23/08/2017	
9323610008152	MIDZOLAM AP AMP 5MG/1ML GLS 10	APIQ	354473	9323610008152	DIS	Dispensary	27.49	1	0	29/08/2017	A	29/08/2017	
9339741001375	MILK & CO CHILDRENS TOOTHPASTE 50ML	1APIQ	9.33974E+12		BAB	Baby Care	8.49	0	0	23/01/2020	A	23/01/2020	
9339741000446	MILK&CO BABY TOOTHPASTE 75ML	APIQ	31453	9339741000446	DEN	Oral Hygiene & Dental Care	8.49	2	0	22/01/2020	A	23/01/2020	
9339741001474	MILK&CO BABY TRAVEL PACK	APIQ	40008	9339741001474	BAB	Baby Care	25.99	1	0	22/01/2019	A	22/01/2019	
4897014019229	MILKY FOOT ACTIVE ODOUR	APIQ	962546	4897014019229	FOC	Foot Care	37.99	3	0	27/04/2016	A	28/12/2016	
4897014019328	MILKY FOOT ACTIVE XLGE	APIQ	37454	4897014019328	FOC	Foot Care	46.49	0	0	28/09/2018	A	28/09/2018	
4897014019090	MILKY FOOT EXFOL/FOOTPAD LARGE	APIQ	311995	4897014019090	FOC	Foot Care	31.99	2	0	27/04/2016	A	28/12/2016	
4897014019069	MILKY FOOT EXFOLIATING REGULAR	APIQ	306010	4897014019069	FOC	Foot Care	31.99	5	0	20/12/2013	A	28/12/2016	
3361370700677	MILTON A/BAC SURFCE WIPES 30PK	SIGMA	259374	3361370700677	BAB	Baby Care	5.99	0	0	9/10/2019	A	9/10/2019	
9314949270013	MILTON ANTI/BACT SOL 1 LT	APIQ	732060	9314949270013	BAB	Baby Care	11.99	1	0	23/02/2005	A		
9300618553037	MILTON ANTI-BACT TAB30	APIQ	437603	9300618553037	BAB	Baby Care	11.49	11	0			4/12/2015	
3361370710287	MILTON ANTIBACTERIAL SOLUTION 2% 50	APIQ	45207	3361370710287	BAB	Baby Care	12.99	15	0	30/09/2019	A	30/09/2019	
3361370683956	MILTON BABY BTL CLEANER 500ML	SIGMA	259390	3361370683956	BAB	Baby Care	6.99	0	0	10/09/2019	A	10/09/2019	
3361370631025	MILTON MINI STERILISING TAB 50	APIQ	424102	3361370631025	BAB	Baby Care	5.49	0	0	23/03/2016	A	23/03/2016	
9323610002129	MINAX TABS 100MG 60	APIQ	501557	9323610002129	DIS	Dispensary	0	51	29			28/06/2018	
9323610002136	MINAX TABS 50MG 100	APIQ	501549	9323610002136	DIS	Dispensary	0	172.29	234			21/06/2018	
9323610009418	MINAX XL TAB  23.75MG BL15	APIQ	671223	9323610009418	DIS	Dispensary	0	0	0	5/03/2021	A	9/03/2021	
9323610009425	MINAX XL TAB  47.5MG BL30	APIQ	671266	9323610009425	DIS	Dispensary	66.49	4	0	8/05/2017	A	8/05/2017	
9323610009432	MINAX XL TAB  95MG BL30	APIQ	671274	9323610009432	DIS	Dispensary	107.49	14	0	8/08/2014	A	8/08/2014	
9323610009449	MINAX XL TAB 190MG BL30	APIQ	671363	9323610009449	DIS	Dispensary	133.99	18	0	8/08/2014	A	8/08/2014	
5705244020047	MINIMED MIO INFUSION SET BLUE 6MM80	APIQ	16277	5705244020047	DA	Blood Glucose Monitors	291.99	2	0	17/12/2020	A	17/12/2020	
5705244019959	MINIMED MIO INFUSION SET PINK 6MM80	APIQ	16211	5705244019959	DA	Blood Glucose Monitors	291.99	0	0	17/12/2020	A	17/12/2020	
9999005837906	MINIMS CHLORAMPHEN .5% 20	APIQ	583790	9999005837906	DIS	Dispensary	0	1	0	17/06/2019	A	18/06/2019	
9320344000155	MINIMS FLUOROSCEINE 1% 20	APIQ	655740	9320344000155	DIS	Dispensary	101.49	1	0	4/01/2021	A	4/01/2021	
932034400007	MINIMS OXYBUPROCAINE .4%X	APIQ	711888	932034400007	DIS	Dispensary	0	2	0	31/12/2013	A	31/12/2013	
932034400037	MINIMS PREDNISOLONE 0.5%	APIQ	519316	932034400037	DIS	Dispensary	94.49	1	0	14/05/2014	A	19/10/2016	
7640128540878	MINIRIN 200MCG TABS 30	APIQ	460001	7640128540878	DIS	Dispensary	0	7	0	24/07/2013	A	7/10/2020	
7640128540755	MINIRIN MELT 120MCG WAFER	APIQ	292710	7640128540755	DIS	Dispensary	0	-1	0	31/01/2013	A	31/01/2013	
7640128541943	MINIRIN MELT 240MCG WAFER	APIQ	347167	7640128541943	DIS	Dispensary	0	8	0	24/05/2013	A	9/10/2020	
9312319461405	MINIRIN NASAL SOLN 0.1MG 2.5ML	APIQ	799548	9312319461405	DIS	Dispensary	45.49	0	0	6/12/2016	A	6/12/2016	
7315372505699	MINIRIN NASAL SPRY 10MCG 6.0ML	APIQ	571393	7315372505699	DIS	Dispensary	0	2	28				
9314057002148	MINITRAN 10MG 30 PATCH	APIQ	808199	9314057002148	DIS	Dispensary		0	0			16/01/2019	
9314057002537	MINITRAN 15MG 30 PATCH	APIQ	850292	9314057002537	DIS	Dispensary	0	2	0				
9314057002131	MINITRAN 5MG 30 PATCH	APIQ	808180	9314057002131	DIS	Dispensary	0	2	0				
9315850010255	MINOMYCIN 50MG TABS 60	APIQ	684708	9315850010255	DIS	Dispensary	0	3	0				
9313501039013	MINTEC CAPSULES 20	APIQ	646709	9313501039013	ANT	Antacid	11.49	28	0			25/10/2016	
9313501039020	MINTEC CAPSULES 60	APIQ	629170	9313501039020	ANT	Antacid	28.49	23	0			24/01/2019	
7640128014140	MIRCERA PF SYR 360MCG/0.6ML 1	APIQ	902535	7640128014140	DIS	Dispensary	0	0	0	3/06/2021	A	3/06/2021	
7640128014065	MIRCERA PF SYRN  50MCG/0.3ML 1	APIQ	314382	7640128014065	DIS	Dispensary	0	0	0	20/05/2020	A	1/06/2020	
7640128014072	MIRCERA PF SYRN  75MCG/0.3ML 1	APIQ	314390	7640128014072	DIS	Dispensary	0	4	0	31/05/2016	A	31/05/2016	
7640128014089	MIRCERA PF SYRN 100MCG/0.3ML 1	APIQ	314404	7640128014089	DIS	Dispensary	0	3	0	29/07/2015	A	29/07/2015	
7640128014133	MIRCERA PF SYRN 120MCG/0.3ML 1	APIQ	314420	7640128014133	DIS	Dispensary	0	1	0	29/04/2020	A	30/04/2020	
7640128014102	MIRCERA PF SYRN 200MCG/0.3ML 1	APIQ	314439	7640128014102	DIS	Dispensary	0	0	0	1/08/2019	A	1/08/2019	
9323911001531	MIRENA T INSERT SNGL	APIQ	743593	9323911001531	DIS	Dispensary	0	-2	0			30/08/2018	
9350299007459	MIRTANZA 45MG TAB 30	SIGMA	339788	9350299007459	DIS	Dispensary	0	89	0	12/04/2021	A	13/04/2021	
9350299006292	MIRTANZA ODT 15MG 30	APIQ	57607	9350299006292	DIS	Dispensary	0	19	0	14/05/2020	A	15/05/2020	
9350299006308	MIRTANZA ODT 30MG 30	APIQ	57608	9350299006308	DIS	Dispensary	0	7	0	14/05/2020	A	15/05/2020	
9350299006315	MIRTANZA ODT 45MG 30	APIQ	57609	9350299006315	DIS	Dispensary	0	7	0	14/05/2020	A	15/05/2020	
9350299004793	MIRTANZA TABS 15MG 30	APIQ	29628	9350299004793	DIS	Dispensary	0	-23.56	0	29/09/2017	A	26/10/2017	
9350299004809	MIRTANZA TABS 30MG 30	APIQ	29629	9350299004809	DIS	Dispensary	0	-46	0	29/09/2017	A	23/05/2018	
9350299004816	MIRTANZA TABS 45MG 30	APIQ	29630	9350299004816	DIS	Dispensary	0	-23	0	29/09/2017	A	1/11/2017	
9346697001984	MIRTAZAPINE AN 15MG TAB 30 BP	APIQ	14021	9346697001984	DIS	Dispensary	0	1	0	8/12/2016	A	8/12/2016	
9346697001991	MIRTAZAPINE AN 30MG TAB BLS 30	APIQ	15074	9346697001991	DIS	Dispensary	6.49	1	0	1/06/2018	A	1/06/2018	
9346697002011	MIRTAZAPINE AN ODT 15MG TAB BLS 30	APIQ	9252	9346697002011	DIS	Dispensary	0	-1	0	12/09/2017	A	12/09/2017	
9346697002028	MIRTAZAPINE AN ODT 30MG TAB BLS 30	APIQ	9253	9346697002028	DIS	Dispensary		0	0	20/03/2017	A	8/01/2019	
9334926001287	MIRTAZAPINE GH 30MG 30	APIQ	370215	9334926001287	DIS	Dispensary	6.49	1	0	21/08/2018	A	21/08/2018	
9334926002062	MIRTAZAPINE GH 45MG 30	APIQ	370207	9334926002062	DIS	Dispensary	0	0	0	13/04/2018	A	13/04/2018	
9346697002035	MIRTAZAPINE ODT 45MG TAB BLS 30	APIQ	9254	9346697002035	DIS	Dispensary	0	4	0	31/07/2017	A	31/07/2017	
9350299002850	MIRTAZON TAB 45MG 30	APIQ	234060	9350299002850	DIS	Dispensary	11.99	0	0	29/03/2017	A	29/03/2017	
9318637042814	MIRVASO GEL 30G	APIQ	825824	9318637042814	DIS	Dispensary	0	1	0	19/01/2015	A	19/01/2015	
93497114	Mitchum A/P R/O Lady P/Fresh 50ml	APIQ	613800	93497114	T	Toiletries	3.99	17	0	25/07/2007	A	19/08/2016	
309975122275	Mitchum A/P R/O Shower Fr 50ml	APIQ	613363	309975122275	T	Toiletries	3.99	16	0	3/11/2014	A	19/08/2016	
309975122268	Mitchum A/P R/O Sport 50ml	APIQ	609501	309975122268	T	Toiletries	3.99	7	0	3/11/2014	A	19/08/2016	
93497152	Mitchum A/P R/O Unscent 50ml	APIQ	613398	93497152	T	Toiletries	3.99	6	0	25/07/2007	A	19/08/2016	
309975987683	MITCHUM CLIN GEL WMN PWDR FRSH 57G	APIQ	12698	309975987683	T	Toiletries	17.49	1	0	4/04/2016	A	7/07/2016	
309975987652	MITCHUM CLIN GEL WMS COOL FRESH 57G	APIQ	12699	309975987652	T	Toiletries	17.49	4	0	4/04/2016	A	7/07/2016	
309976017693	MITCHUM CLINICAL MEN SPORT 45G	APIQ	590282	309976017693	MEN	Mens Toiletries	11.99	6	0	1/05/2014	A	20/01/2016	
309976017587	MITCHUM CLINICAL WOM PURE 45G	APIQ	590398	309976017587	HB	Health & Beauty	11.99	18	0	1/05/2014	A	20/01/2016	
309976017570	MITCHUM CLINICAL WOM PWDR 45G	APIQ	590347	309976017570	HB	Health & Beauty	11.99	11	0	1/05/2014	A	20/01/2016	
309975122053	MITCHUM R/O UNSCENTED WOMAN 50ML	APIQ	27619	309975122053	T	Toiletries	3.99	33	0	24/08/2017	A	29/08/2017	
9323610009494	MIZART 40MG BL 28	APIQ	688673	9323610009494	DIS	Dispensary	0	0	0	27/10/2016	A	27/10/2016	
9323610009500	MIZART 80MG BL 28	APIQ	688894	9323610009500	DIS	Dispensary	8.99	0	0	16/05/2018	A	16/05/2018	
9337439002536	MLE BATHBOARD PREM ADJUSTABLE	APIQ	250945	9337439002536	IL	Independent Living	59.99	0	0	17/01/2018	A	17/01/2018	
9337439000259	MLE COLLAR NECK CERVICAL SML	APIQ	234168	9337439000259	FA	First Aid	15.99	10	0	19/06/2019	A	20/06/2019	
9337439004486	MLE CRUTCH FARM A&T TIPS 22MM	APIQ	680168	9337439004486	FA	First Aid	6.49	1	0	27/11/2019	A	27/11/2019	
9337439004264	MLE CRUTCH FLUFFY COVER SET PR	APIQ	365173	9337439004264	IL	Independent Living	14.99	3	0	4/04/2019	A	10/04/2019	
9337439002192	MLE CUSHION COMFORT MEM FOAM	APIQ	250538	9337439002192	IL	Independent Living	70.49	1	0	8/04/2021	A	8/04/2021	
9337439002666	MLE HEAVY DUTY F/ARM CRUTCH	APIQ	251046	9337439002666	IL	Independent Living	59.49	0	0	20/05/2020	A	21/05/2020	
9337439004608	MLE JAR BTL OPENER /TAP TURNER	APIQ	836389	9337439004608	IL	Independent Living	24.99	1	0	12/06/2017	A	12/06/2017	
9318764303017	MLE OVER TOILET AID	APIQ	25381	9318764303017	IL	Independent Living	110.99	3	0	1/05/2018	A	1/05/2018	
9337439004615	MLE PEDAL EXERCISER W/COUNTER	APIQ	836451	9337439004615	IL	Independent Living	95.49	1	0	25/10/2018	A	25/10/2018	
9337439000600	MLE PEDOMETER	APIQ	234451	9337439000600	IL	Independent Living	16.99	1	0	16/03/2017	A	16/03/2017	
9337439004509	MLE PILL CRUSHER	APIQ	811645	9337439004509	PIL	Pill Organiser/droppers etc	10.49	1	0	19/03/2021	A	19/03/2021	
9337439004523	MLE PILL REMINDER 7DAY MED	APIQ	803553	9337439004523	PIL	Pill Organiser/droppers etc	2.99	1	0	19/03/2021	A	19/03/2021	
9337439004516	MLE PILL REMINDER AM/PM	APIQ	803405	9337439004516	PIL	Pill Organiser/droppers etc	3.99	1	0	19/03/2021	A	19/03/2021	
9337439002482	MLE PILLOW COMFORT WEDGE	APIQ	250414	9337439002482	IL	Independent Living	99.99	2	0	23/02/2017	A	24/02/2017	
9337439000150	MLE PILLOW NECK SUPPORT MEMORY FOAM	APIQ	234559	9337439000150	IL	Independent Living	76.99	1	0	8/04/2021	A	8/04/2021	
9337439002079	MLE PROD CATALOUGES CTN 20	APIQ	240257	9337439002079	OTC	Over the Counter	0.49	2	0	2/03/2017	A	2/03/2017	
9313142093870	MLE REACHER GRIPPER ALUMINIUM 76CM	APIQ	42270	9313142093870	IL	Independent Living	37.49	0	0	3/12/2020	A	3/12/2020	
9999003946617	MLE ROLLATOR BRAKE LEFT S/PART	APIQ	394661	9999003946617	IL	Independent Living	13.99	0	0	19/07/2021	A	21/07/2021	
9337439000396	MLE ROLLATOR D/LUX L/BRAKE BUR	APIQ	234001	9337439000396	IL	Independent Living	178.99	0	0	3/12/2020	A	11/12/2020	
9337439004431	MLE ROLLATOR EURO XFRAME	APIQ	642541	9337439004431	IL	Independent Living	234.99	1	0	14/08/2020	A	17/08/2020	
9337439004622	MLE ROLLATOR MLTI HGHT 7 BLUE	APIQ	837156	9337439004622	IL	Independent Living	198.99	0	0	19/04/2021	A	20/04/2021	
9337439000181	MLE SHOWER CHAIR ALUM ARMREST	APIQ	234338	9337439000181	IL	Independent Living	144.99	2	0	7/12/2020	A	7/12/2020	
9337439004684	MLE WALK CANE TIP 19MM	APIQ	13960	9337439004684	IL	Independent Living	5.99	0	0	27/07/2017	A	31/07/2017	
9337439004462	MLE WALK FRAME EURO TIPS 25MM	APIQ	680109	9337439004462	FA	First Aid	9.99	0	0	21/03/2019	A	21/03/2019	
9313142093818	MLE WALKING CANE FOLDING BLACK	APIQ	42271	9313142093818	FA	First Aid	26.95	2	0	22/10/2019	A	22/10/2019	
9337439004691	MLE WALKING CANE FOLDING BLK	APIQ	14062	9337439004691	IL	Independent Living	24.99	0	0	2/11/2017	A	2/11/2017	
9337439004707	MLE WALKING CANE FOLDING BRNZ	APIQ	14063	9337439004707	IL	Independent Living	24.99	0	0	30/01/2018	A	30/01/2018	
9313142093825	MLE WALKING CANE FOLDING BRONZE	APIQ	42272	9313142093825	IL	Independent Living	24.99	1	0	26/04/2021	A	30/04/2021	
9313142093863	MLE WALKING CANE STRAP BLACK	APIQ	42269	9313142093863	IL	Independent Living	7.99	2	0	13/06/2020	A	15/06/2020	
9337439004295	MLE WALKING CANE T FLORAL PURP	APIQ	365211	9337439004295	IL	Independent Living	22.99	2	0	22/02/2018	A	22/02/2018	
9313142093832	MLE WALKING CANE T HANDLE BLACK	APIQ	42273	9313142093832	IL	Independent Living	23.99	1	0	27/09/2019	A	27/09/2019	
9337439004714	MLE WALKING CANE T HANDLE BLK	APIQ	14065	9337439004714	IL	Independent Living	19.99	0	0	1/11/2017	A	1/11/2017	
9337439004721	MLE WALKING CANE T HANDLE BRNZ	APIQ	14066	9337439004721	IL	Independent Living	19.99	0	0	1/11/2017	A	1/11/2017	
9313142093849	MLE WALKING CANE T HANDLE BRONZE	APIQ	42274	9313142093849	IL	Independent Living	23.99	3	0	17/12/2019	A	17/12/2019	
9313142093856	MLE WALKING CANE TIP 19MM BLACK	APIQ	42268	9313142093856	FA	First Aid	7.49	7	0	24/05/2019	A	24/05/2019	
9337439002550	MLE WALKING FRAME EURO FOLDING	APIQ	252026	9337439002550	IL	Independent Living	186.99	1	0	26/02/2021	A	5/03/2021	
9337439004387	MLE WHEELCHAIR ECO ALUM LBLUE	APIQ	374997	9337439004387	IL	Independent Living	460.99	1	0	21/09/2020	A	22/09/2020	
9337439004370	MLE WHEELCHAIR TRANS ALUM BURG	APIQ	375004	9337439004370	IL	Independent Living	503.99	1	0	30/05/2018	A	30/05/2018	
9317935012192	M-M-R II X 1/W SYRINGE DI	APIQ	422118	9317935012192	DIS	Dispensary	0	1	0	14/07/2014	A	24/10/2018	
9310717001018	MOBIC 15MG CAPS 30	APIQ	216488	9310717001018	DSP	Ethical Deals	0	10	39	10/04/2006	A	12/12/2018	
9310717001032	MOBIC 7.5MG CAPS 30	APIQ	216461	9310717001032	DIS	Dispensary	0	8	16	10/04/2006	A	14/12/2018	
9310717002893	MOBIC TAB 15.0MG 30	APIQ	816124	9310717002893	DSP	Ethical Deals	14.99	29	18			25/06/2018	
9310717002879	MOBIC TAB 7.5MG 30	APIQ	814148	9310717002879	DIS	Dispensary	11.99	11	9			29/11/2016	
9323610002143	MOBILIS 10MG 50 CAPS	APIQ	797316	9323610002143	DIS	Dispensary	0	5	0				
9323610002150	MOBILIS 20MG 25 CAPS	APIQ	797324	9323610002150	DIS	Dispensary	8.49	4	8				
9323610006080	MOBILIS D-10 TAB 10MG 50	APIQ	808202	9323610006080	DIS	Dispensary	0	0	0	9/08/2016	A	10/08/2016	
9323610002174	MOBILIS D-20 20MG 25	APIQ	808210	9323610002174	DIS	Dispensary	0	4	2				
9322838006728	MOCLOBEMIDE 150MG 60TA	APIQ	326704	9322838006728	DIS	Dispensary	0	2	0	30/05/2013	A	30/05/2013	
9322838006735	MOCLOBEMIDE 300MG 60 T	APIQ	319082	9322838006735	DIS	Dispensary	0	0	0	6/07/2011	A	6/08/2018	
9346697003551	MOCLOBEMIDE AN 150MG TAB BLS 60	APIQ	16897	9346697003551	DIS	Dispensary	16.99	1	0	28/09/2018	A	12/10/2018	
9346697003568	MOCLOBEMIDE AN 300MG TAB BLS 60	APIQ	16895	9346697003568	DIS	Dispensary	27.99	0	0	19/09/2018	A	12/10/2018	
9350299002881	MODAFIN TAB 100MG 60	APIQ	13569	9350299002881	DIS	Dispensary	0	1	0	4/08/2021	A	26/08/2021	
9334926003243	MODAFINIL GH 100MG 60 TABLET BLISTE	APIQ	47008	9334926003243	DIS	Dispensary	0	2	0	1/06/2019	A	12/06/2019	
9323610012623	MODAFINIL MYLAN TAB 100MG 30 BL	APIQ	29538	9323610012623	DIS	Dispensary	0	0	0	19/05/2020	A	1/06/2020	
9317109033978	MODAVIGIL TAB 100MG 60	APIQ	527785	9317109033978	DIS	Dispensary	0	0	0	19/03/2008	A	19/03/2008	
9323820001042	MODECATE AMP 25MG   5X1ML	APIQ	857300	9323820001042	DIS	Dispensary	29.99	1	0	21/12/2012	A	21/12/2012	
9317935012055	MODURETIC TABLETS 50	APIQ	584169	9317935012055	DSP	Ethical Deals	0	9	48			4/01/2017	
9317344000124	MOGADON TAB 5MG 25	APIQ	508233	9317344000124	DSP	Ethical Deals	0	40	6			16/05/2019	
4049500980821	Molicare Maxi Slip Large 9D	APIQ	165533	4049500980821	INC	Mens & Womens Incontinence	32.49	7	0	27/01/2011	A	15/07/2021	
4049500208994	MOLICARE MOB PANT LG 14 *disc	APIQ	299502	4049500208994	OBS	Obsolete	33.99	-1	0	23/02/2006	C	13/07/2018	
4049500208987	MOLICARE MOB PANT MD 14 *disc	APIQ	299499	4049500208987	OBS	Obsolete	33.99	0	0	23/02/2006	C	4/08/2017	
4049500980876	MOLICARE MOB PANT SML 14 *disc	APIQ	968692	4049500980876	OBS	Obsolete	33.99	0	0	3/03/2006	C	7/09/2015	
4049500608510	MOLICARE MOB PANT XLG 14*disc	APIQ	316806	4049500608510	OBS	Obsolete	33.99	0	0	19/11/2009	C	13/07/2018	
4049500608749	MOLICARE MOBILE LT PAD LGE X 14	APIQ	364657	4049500608749	INC	Mens & Womens Incontinence	30.99	0	0	19/06/2012	A	7/09/2015	
4049500608831	MOLICARE MOBILE LTPANT SM 14X4	APIQ	364630	4049500608831	INC	Mens & Womens Incontinence	35.99	3	0	7/11/2017	A	7/11/2017	
4049500608916	MOLICARE MOBILE SUPER MED*disc	APIQ	324620	4049500608916	OBS	Obsolete	37.99	0	0	17/12/2010	C	4/08/2016	
4049500608879	MOLICARE MOBILE SUPER SMALL disc	APIQ	395277	4049500608879	OBS	Obsolete	37.99	-1	0	7/02/2012	C	7/09/2015	
4052199205755	MOLICARE MOBILE SUPER XL*disc	APIQ	546755	4052199205755	OBS	Obsolete	37.99	0	0	20/03/2014	C	30/06/2017	
4052199303413	Molicare Prem Elastic 10D Med (14)	APIQ	4.0522E+12		INC	Mens & Womens Incontinence	35.49	3	0	24/04/2020	A	15/12/2020	
4052199303475	Molicare Prem Elastic 10D Small	9APIQ	4.0522E+12		IL	Independent Living	64.49	0	0	1/04/2021	A	12/04/2021	
4052199267111	Molicare Prem Form Maxi 9D	1APIQ	168619	4052199267111	INC	Mens & Womens Incontinence	37.99	-41	0	19/06/2019	A	8/07/2021	
4052199293325	Molicare Prem Lady Pad 2D	APIQ	1686348		INC	Mens & Womens Incontinence	6.99	31	0	5/06/2019	A	11/06/2019	
4052199290553	Molicare Prem Lady Pad 3D	APIQ	1686444		INC	Mens & Womens Incontinence	7.99	19	0	5/06/2019	A	11/06/2019	
4052199290614	Molicare Prem Lady Pad 4D	APIQ	1686821		INC	Mens & Womens Incontinence	9.49	27	0	5/06/2019	A	10/09/2019	
4052199291031	Molicare Prem Lady Pad 5D	APIQ	1686701		INC	Mens & Womens Incontinence	10.99	137	0	5/06/2019	A	3/07/2020	
4052199275871	Molicare Prem Lady Pants 5D Large	APIQ	9158680		INC	Mens & Womens Incontinence	13.49	116	0	5/06/2019	A	11/06/2019	
4052199275840	Molicare Prem Lady Pants 5D Medium	APIQ	9158670		INC	Mens & Womens Incontinence	14.99	81	0	5/06/2019	A	11/06/2019	
4052199276830	Molicare Prem Lady Pants Lge 7D	1APIQ	437153581		INC	Mens & Womens Incontinence	15.49	9	0	22/06/2021	A		
4052199291987	MOLICARE PREM MED MENS PAD 5D	1APIQ	4.0522E+12		INC	Mens & Womens Incontinence	17.99	15	0	22/06/2021	A		
4052199275819	Molicare Prem MEN  Pants  Sm 7D	1APIQ	4.0522E+12		INC	Mens & Womens Incontinence	13.99	0	0	22/06/2021	A	22/06/2021	
4052199291895	Molicare Prem Mens Pads 3D	APIQ	1686030		INC	Mens & Womens Incontinence	13.99	25	0	5/06/2019	A	11/06/2019	
4052199291956	Molicare Prem Mens Pads 4D	APIQ	45603		INC	Mens & Womens Incontinence	18.99	85	0	17/06/2019	A	17/06/2019	
4052199275758	Molicare Prem Mens Pants 5D Large	APIQ	9158180		INC	Mens & Womens Incontinence	15.49	72	0	7/06/2019	A	25/06/2021	
4052199275727	Molicare Prem Mens Pants 5D Medium	APIQ	9158170		INC	Mens & Womens Incontinence	13.49	56	0	5/06/2019	A	8/07/2021	
4052199275789	Molicare Prem Mens Pants Med 7D	1APIQ	4.0522E+12		INC	Mens & Womens Incontinence	17.49	-4	0	22/06/2021	A		
